number,name,unigene,ligandid,ligandname,smiles,cas,nsc,hotligand,species,source,kinote,kival,reference,link
82535,5-HT3,HTR3A,13202,(S)-4-(2-(Indolin-1-yl)ethyl)-2-((pyridin-3-yloxy)methyl)morpholine,,,,3H-GR65630,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82536,5-HT4,HTR4,13202,(S)-4-(2-(Indolin-1-yl)ethyl)-2-((pyridin-3-yloxy)methyl)morpholine,,,,3H-GR113808,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82538,5-HT6,HTR6,13202,(S)-4-(2-(Indolin-1-yl)ethyl)-2-((pyridin-3-yloxy)methyl)morpholine,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82539,5-HT7,HTR7,13202,(S)-4-(2-(Indolin-1-yl)ethyl)-2-((pyridin-3-yloxy)methyl)morpholine,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82548,5-HT1A,HTR1A,13203,(R)-2-(2-((3-chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-8-OH-DPAT,HUMAN,CLONED,,384.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82549,5-HT1B,HTR1B,13203,(R)-2-(2-((3-chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82550,5-HT1D,HTR1D,13203,(R)-2-(2-((3-chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82551,5-HT1E,HTR1E,13203,(R)-2-(2-((3-chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-5-HT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82552,5-HT2A,HTR2A,13203,(R)-2-(2-((3-chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-KETANSERIN,HUMAN,CLONED,,2066.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82553,5-HT2B,HTR2B,13203,(R)-2-(2-((3-chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-LSD,HUMAN,CLONED,,2358.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82554,5-HT2C,HTR2C,13203,(R)-2-(2-((3-chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-MESULERGINE,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82555,5-HT3,HTR3A,13203,(R)-2-(2-((3-chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-GR65630,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82556,5-HT4,HTR4,13203,(R)-2-(2-((3-chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-GR113808,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82558,5-HT6,HTR6,13203,(R)-2-(2-((3-chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82559,5-HT7,HTR7,13203,(R)-2-(2-((3-chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82568,5-HT1A,HTR1A,13204,(S)-2-(2-((3-Chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-8-OH-DPAT,HUMAN,CLONED,,1388.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82569,5-HT1B,HTR1B,13204,(S)-2-(2-((3-Chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-5-CT,HUMAN,CLONED,,7765.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82570,5-HT1D,HTR1D,13204,(S)-2-(2-((3-Chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82571,5-HT1E,HTR1E,13204,(S)-2-(2-((3-Chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-5-HT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82572,5-HT2A,HTR2A,13204,(S)-2-(2-((3-Chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-KETANSERIN,HUMAN,CLONED,,2718.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82573,5-HT2B,HTR2B,13204,(S)-2-(2-((3-Chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-LSD,HUMAN,CLONED,,1096.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82574,5-HT2C,HTR2C,13204,(S)-2-(2-((3-Chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-MESULERGINE,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82575,5-HT3,HTR3A,13204,(S)-2-(2-((3-Chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-GR65630,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82576,5-HT3,HTR3A,13204,(S)-2-(2-((3-Chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-GR113808,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82577,5-HT4,HTR4,13204,(S)-2-(2-((3-Chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-GR113808,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82579,5-HT6,HTR6,13204,(S)-2-(2-((3-Chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82580,5-HT7,HTR7,13204,(S)-2-(2-((3-Chlorophenoxy)methyl)morpholino)-1-(indolin-1-yl)ethanone,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82589,5-HT1A,HTR1A,13205,(R)-2-((3-Chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-8-OH-DPAT,HUMAN,CLONED,,1848.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82590,5-HT1B,HTR1B,13205,(R)-2-((3-Chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82591,5-HT1D,HTR1D,13205,(R)-2-((3-Chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82592,5-HT1E,HTR1E,13205,(R)-2-((3-Chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-5-HT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82593,5-HT2A,HTR2A,13205,(R)-2-((3-Chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-KETANSERIN,HUMAN,CLONED,,2671.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82594,5-HT2B,HTR2B,13205,(R)-2-((3-Chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-LSD,HUMAN,CLONED,,1846.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82595,5-HT2C,HTR2C,13205,(R)-2-((3-Chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-MESULERGINE,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82596,5-HT3,HTR3A,13205,(R)-2-((3-Chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-GR65630,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82597,5-HT4,HTR4,13205,(R)-2-((3-Chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-GR113808,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82599,5-HT6,HTR6,13205,(R)-2-((3-Chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82600,5-HT7,HTR7,13205,(R)-2-((3-Chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82609,5-HT1A,HTR1A,13206,(S)-2-((3-chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-8-OH-DPAT,HUMAN,CLONED,,545.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82610,5-HT1B,HTR1B,13206,(S)-2-((3-chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82611,5-HT1D,HTR1D,13206,(S)-2-((3-chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-5-CT,HUMAN,CLONED,,1121.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82612,5-HT1E,HTR1E,13206,(S)-2-((3-chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-5-HT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82613,5-HT2A,HTR2A,13206,(S)-2-((3-chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-KETANSERIN,HUMAN,CLONED,,1275.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82614,5-HT2B,HTR2B,13206,(S)-2-((3-chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-LSD,HUMAN,CLONED,,551.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82615,5-HT2C,HTR2C,13206,(S)-2-((3-chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-MESULERGINE,HUMAN,CLONED,,3386.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82616,5-HT3,HTR3A,13206,(S)-2-((3-chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-GR65630,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82617,5-HT4,HTR4,13206,(S)-2-((3-chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-GR113808,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82619,5-HT6,HTR6,13206,(S)-2-((3-chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82620,5-HT7,HTR7,13206,(S)-2-((3-chlorophenoxy)methyl)-4-(2-(indolin-1-yl)ethyl)morpholine,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82629,5-HT1A,HTR1A,13207,(S)-1-(Indolin-1-yl)-2-(2-((3-methoxyphenoxy)methyl)morpholino)ethanone,,,,3H-8-OH-DPAT,HUMAN,CLONED,,371.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82630,5-HT1B,HTR1B,13207,(S)-1-(Indolin-1-yl)-2-(2-((3-methoxyphenoxy)methyl)morpholino)ethanone,,,,3H-5-CT,HUMAN,CLONED,,4827.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82631,5-HT1D,HTR1D,13207,(S)-1-(Indolin-1-yl)-2-(2-((3-methoxyphenoxy)methyl)morpholino)ethanone,,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82632,5-HT1E,HTR1E,13207,(S)-1-(Indolin-1-yl)-2-(2-((3-methoxyphenoxy)methyl)morpholino)ethanone,,,,3H-5-HT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82633,5-HT2A,HTR2A,13207,(S)-1-(Indolin-1-yl)-2-(2-((3-methoxyphenoxy)methyl)morpholino)ethanone,,,,3H-KETANSERIN,HUMAN,CLONED,,1945.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82634,5-HT2B,HTR2B,13207,(S)-1-(Indolin-1-yl)-2-(2-((3-methoxyphenoxy)methyl)morpholino)ethanone,,,,3H-LSD,HUMAN,CLONED,,1654.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82635,5-HT2C,HTR2C,13207,(S)-1-(Indolin-1-yl)-2-(2-((3-methoxyphenoxy)methyl)morpholino)ethanone,,,,3H-MESULERGINE,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82636,5-HT3,HTR3A,13207,(S)-1-(Indolin-1-yl)-2-(2-((3-methoxyphenoxy)methyl)morpholino)ethanone,,,,3H-GR65630,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82637,5-HT4,HTR4,13207,(S)-1-(Indolin-1-yl)-2-(2-((3-methoxyphenoxy)methyl)morpholino)ethanone,,,,3H-GR113808,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82639,5-HT6,HTR6,13207,(S)-1-(Indolin-1-yl)-2-(2-((3-methoxyphenoxy)methyl)morpholino)ethanone,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82640,5-HT7,HTR7,13207,(S)-1-(Indolin-1-yl)-2-(2-((3-methoxyphenoxy)methyl)morpholino)ethanone,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82649,5-HT1A,HTR1A,13208,(R)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-8-OH-DPAT,HUMAN,CLONED,,1469.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82650,5-HT1B,HTR1B,13208,(R)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82651,5-HT1D,HTR1D,13208,(R)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82652,5-HT1E,HTR1E,13208,(R)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-5-HT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82653,5-HT2A,HTR2A,13208,(R)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-KETANSERIN,HUMAN,CLONED,,3779.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82654,5-HT2B,HTR2B,13208,(R)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-LSD,HUMAN,CLONED,,2692.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82655,5-HT2C,HTR2C,13208,(R)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-MESULERGINE,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82656,5-HT3,HTR3A,13208,(R)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-GR65630,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82657,5-HT4,HTR4,13208,(R)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-GR113808,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82659,5-HT6,HTR6,13208,(R)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82660,5-HT7,HTR7,13208,(R)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82669,5-HT1A,HTR1A,13209,(S)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-8-OH-DPAT,HUMAN,CLONED,,174.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82670,5-HT1B,HTR1B,13209,(S)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82671,5-HT1D,HTR1D,13209,(S)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-5-CT,HUMAN,CLONED,,1976.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82672,5-HT1E,HTR1E,13209,(S)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-5-HT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82673,5-HT2A,HTR2A,13209,(S)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-KETANSERIN,HUMAN,CLONED,,1399.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82674,5-HT2B,HTR2B,13209,(S)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-LSD,HUMAN,CLONED,,658.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82675,5-HT2C,HTR2C,13209,(S)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-MESULERGINE,HUMAN,CLONED,,3763.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82676,5-HT3,HTR3A,13209,(S)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-GR65630,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82677,5-HT4,HTR4,13209,(S)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-GR113808,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82679,5-HT6,HTR6,13209,(S)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82680,5-HT7,HTR7,13209,(S)-4-(2-(Indolin-1-yl)ethyl)-2-((3-methoxyphenoxy)methyl)morpholine,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82689,5-HT1A,HTR1A,13210,(R)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82690,5-HT1B,HTR1B,13210,(R)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82691,5-HT1D,HTR1D,13210,(R)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82692,5-HT1E,HTR1E,13210,(R)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-5-HT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82693,5-HT2A,HTR2A,13210,(R)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-KETANSERIN,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82694,5-HT2B,HTR2B,13210,(R)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-LSD,HUMAN,CLONED,,3169.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82695,5-HT2C,HTR2C,13210,(R)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-MESULERGINE,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82696,5-HT3,HTR3A,13210,(R)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-GR65630,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82697,5-HT4,HTR4,13210,(R)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-GR113808,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82699,5-HT6,HTR6,13210,(R)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82700,5-HT7,HTR7,13210,(R)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82709,5-HT1A,HTR1A,13211,(S)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82710,5-HT1B,HTR1B,13211,(S)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82711,5-HT1D,HTR1D,13211,(S)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82712,5-HT1E,HTR1E,13211,(S)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-5-HT,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82713,5-HT2A,HTR2A,13211,(S)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-KETANSERIN,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82714,5-HT2B,HTR2B,13211,(S)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-LSD,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82715,5-HT2C,HTR2C,13211,(S)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-MESULERGINE,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82716,5-HT3,HTR3A,13211,(S)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-GR65630,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
82717,5-HT4,HTR4,13211,(S)-4-(2-(Indolin-1-yl)ethyl)-2-(((2-methylpyridin-3-yl)oxy)methyl)morpholine,,,,3H-GR113808,HUMAN,CLONED,>,10000.0,Besnard J et al 2012,https://pubmed.ncbi.nlm.nih.gov/23235874/
